Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
77075,1x3RjL7XFhp6OSIotHEY5m,Binho Simões;Mumuzinho,Outra Recaída,Outra Recaída,55,164380,False,0.563,0.569,7,-7.609,1,0.0285,0.545,0.0,0.487,0.457,140.03,4,pagode
52436,2Xjg4AkdruS5PJC6KeyG4L,George Jones,Mr. Country and Western,You Comb Her Hair,13,160430,False,0.477,0.293,6,-11.085,1,0.0266,0.789,0.0,0.102,0.635,104.855,4,honky-tonk
20648,3vk4HwTyDtgElya7CK0f3y,Ava Max;James Carter,EDM Hits,Kings & Queens - James Carter Remix,0,136190,False,0.718,0.866,1,-5.55,0,0.0403,0.0048,5.64e-05,0.226,0.646,126.001,4,dance
31384,1KR9TkyhxqqpOk45WAm7bM,Alan Walker;Jamie Miller,Walker Racing League,Running Out Of Roses,67,136563,False,0.753,0.539,3,-6.946,1,0.0393,0.0505,0.0,0.0664,0.443,124.015,4,electro
981,0dLh6jkNSm0HnmEdjXghIA,Aberola,Si Te Vas,Si Te Vas,26,216584,False,0.483,0.219,0,-13.27,1,0.0482,0.972,0.0,0.116,0.641,149.581,4,acoustic
113714,08sKY18GLyeVmfjEUU3Ryk,Bethel Music;Sydney Allen,Simple,Honesty,47,314328,False,0.402,0.263,2,-12.643,1,0.0301,0.821,0.0,0.0824,0.282,143.773,4,world-music
80410,6q4GmJDbiZ7viOqLHP76cs,Atif Aslam;Shreya Ghoshal,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Rang Jo Lagyo,61,296160,False,0.479,0.663,2,-6.314,1,0.0489,0.0987,0.0,0.216,0.379,158.107,4,pop-film
72560,5NFXZaUersjjJuIqPbOlhF,Dead by April,Better Than You,Better Than You,46,212480,False,0.448,0.838,11,-4.361,0,0.068,0.013,0.0,0.212,0.269,92.574,1,metalcore
51531,6fP7zEaXUaGmzTDyvA79Ng,Anirudh Ravichander;Roop Kumar Rathod;Shreya Ghoshal,3 (Original Motion Picture Soundtrack),Nee Paata Madhuram - The Touch of Love,58,263826,False,0.649,0.57,9,-6.17,0,0.029,0.174,1.01e-05,0.496,0.506,110.061,4,hip-hop
5912,3D5B8RSPVvh7jBzxgEUJZH,Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),"D.V.M.N. -Theme From ""DEVILMAN crybaby""-",43,214493,False,0.51,0.844,7,-7.975,1,0.0563,0.0346,0.936,0.116,0.416,99.928,3,anime
97661,491wIDZNOChYOrX0QYig9z,Jeito Moleque,Me Faz Feliz (Ao Vivo),Amor Eterno - Ao Vivo,46,268160,False,0.353,0.832,6,-9.83,0,0.18,0.386,1.85e-05,0.938,0.287,99.703,4,sertanejo
111280,6AyXbkn4cwrErFIMbRBRDs,Propellerheads,Spybreak! (Blue),Spybreak! - Short One,45,244400,False,0.559,0.931,1,-8.627,1,0.0462,7.13e-06,0.849,0.179,0.49,127.827,4,trip-hop
45983,5QFoUJ4XD88IEA5FYst3e6,Chamin Madero,La Guitarra de Mexico,Amaneci En Tus Brazos,20,225573,False,0.676,0.382,2,-15.342,1,0.0274,0.741,0.876,0.14,0.691,92.166,4,guitar
62863,099631AOgjCSzArD03TdRn,サザンオールスターズ,KAMAKURA,愛する女性とのすれ違い,36,241800,False,0.599,0.623,7,-7.791,1,0.0241,0.732,0.00317,0.101,0.556,99.822,4,j-pop
19889,6vQl2D1iDIdCusSo1l8iwJ,Upchurch,Creeker,Spotlight,42,172663,True,0.432,0.692,10,-6.539,1,0.0337,0.000363,0.0,0.149,0.373,171.999,4,country
95433,6TJKeZfK28dQpacagWc5i1,Los Master's,14 Impactos Bailables con Los Master's,Ole con Ole,31,208693,False,0.715,0.471,4,-15.282,0,0.0587,0.35,0.0062,0.103,0.966,125.215,4,salsa
7244,05e9FVcmO2u6ZWCZvbVZKd,Lonesome River Band,Chronology (Vol. 2),"Perfume, Powder And Lead",25,267986,False,0.571,0.436,7,-8.553,1,0.0317,0.721,0.0,0.148,0.338,133.765,3,bluegrass
34790,0WOFJR54wyTwLB11jcBDb1,The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,folk
59832,2tZXHn7C9QibvCjbDSO0rT,Alireza Mashayekhi;Ata Ebtekar;The Iranian Orchestra For New Music,Ornamentalism,Turquoise Gas In Ice,0,215466,False,0.26,0.897,1,-7.087,1,0.384,0.0191,0.00758,0.301,0.2,128.051,4,iranian
74668,07JrUyj1Qtq8qEZBciJDSv,Cidade Negra,Cidade Negra Direto (Ao Vivo),Girassol (Ao Vivo),41,242733,False,0.467,0.967,6,-5.514,0,0.0889,0.00411,1.89e-06,0.96,0.588,161.862,4,mpb
6456,1UrHneob6DrcOGHJk9cnoE,Der Weg einer Freiheit,Stellar,Requiem,18,502246,False,0.217,0.849,1,-10.292,1,0.0646,1.86e-05,0.896,0.0572,0.0395,109.563,3,black-metal
3023,2UCoAOZGk6a4BHUBzlvfAO,The Killers;Armin van Buuren;Benno De Goeij,Beats Electro Mood,Human - Armin van Buuren Dub Remix,1,445000,False,0.64,0.821,7,-5.789,0,0.0732,0.00122,0.145,0.203,0.624,135.478,4,alternative
86179,2h3wkxedVtAkQ8a6rl5N8t,Siouxsie and the Banshees,Spooky Scary Season,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,punk
109880,4FpawvuBz4HxTz7UqR4ter,Kollektiv Turmstrasse,Sorry I Am Late (Extended),Sorry I Am Late - Extended,51,489714,True,0.851,0.535,6,-12.51,1,0.0688,0.0214,0.734,0.0662,0.353,122.016,4,techno
92547,0xERMvJD8djz1ZBjPSRLvM,Don Gibson,RCA Country Legends: Don Gibson,Sea of Heartbreak,55,155040,False,0.59,0.586,7,-9.158,1,0.0344,0.422,4.46e-05,0.337,0.729,91.17,4,rockabilly
14820,6O5IJlhJtlgKMoNFzinZgY,Alvin & The Chipmunks,"Uptown Funk (From ""Alvin And The Chipmunks: Road Chip"" Original Motion Picture Soundtrack)","Uptown Funk - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",45,270653,False,0.773,0.836,6,-2.674,0,0.188,0.113,0.0168,0.305,0.679,114.98,4,children
55783,3ctDo5gZFNOiMjqa0XDBif,Pritam;Neeraj Shridhar;Aditi Singh Sharma;Shefali Alvares;Barbie Amod,Agent Vinod,I'll Do The Talking Tonight,44,255333,False,0.777,0.679,5,-7.867,0,0.0422,0.0817,1.43e-05,0.215,0.771,130.012,4,indian
24037,3jMH51YX9UQ6yKKeZBLhiB,Seth Troxler;The Martinez Brothers,Play In The Dark,Play In The Dark - Steam Mix,16,506039,False,0.732,0.73,6,-9.192,1,0.0552,0.00384,0.817,0.682,0.215,129.011,4,detroit-techno
48519,7qBiOYI0OBAOYAEogWz4uA,D-Ceptor;Nick Novity,Order & Chaos,Getting High,32,236108,False,0.423,0.921,5,-2.345,0,0.192,0.00701,0.0,0.0781,0.182,184.983,4,hardcore
2447,7wmIhVA7yo1GqVyvK0TQK3,Los Bunkers;Manuel García,Rock un sentimiento vol. I,Al Final De Este Viaje En La Vida,0,203146,False,0.512,0.607,9,-5.289,1,0.0304,0.205,0.0,0.29,0.668,63.25,4,alt-rock
13135,7LmXZmZh26Kix8scl972qB,Mike Dunn,Dance You Mutha,Dance You Mutha - Radio Mutha,15,260372,False,0.749,0.877,9,-12.093,1,0.0424,0.000181,0.797,0.153,0.735,122.831,4,chicago-house
61518,6lsMkro8NGNIApCZMVHeJf,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),エキセントリック,22,273026,False,0.637,0.876,3,-5.262,0,0.0519,0.25,0.0,0.242,0.611,130.0,4,j-idol
40641,0lQ4GwEPOT2mS4ClVpiLJ3,Aline Barros,Minha Oração,Sol da Justiça,40,341962,False,0.213,0.696,1,-5.025,1,0.0529,0.312,0.0,0.0621,0.286,153.836,3,gospel
23645,0v0GiHc39w4lAUn9jw0qf0,FCL;Mousse T.,Defected Presents House Masters - Mousse T.,It's You - Mousse T.'s Discotronic Mix,28,400393,False,0.807,0.732,2,-7.65,0,0.0387,0.0832,0.0619,0.0623,0.547,123.003,4,deep-house
105675,5KlmJvz7hZDWnRdMc3Kjdj,Timothy Infinite;edddi p,The Homies,The Homies,8,191999,False,0.839,0.368,2,-12.862,0,0.0454,0.00608,0.0861,0.658,0.434,115.034,4,study
87585,1qPFGkwdwplbztV3KEJ6Xh,Andrew Bird,sadsadchristmas,Alabaster,0,192160,False,0.377,0.362,7,-7.255,1,0.0354,0.686,2.92e-05,0.135,0.262,180.991,3,r-n-b
29543,46dKF5AW6NjRyKirCeg4JS,BH;Kirk Cosier;Cheney,Straight Up Dubstep! Vol. 15,Slipping Away feat Cheney - Original Mix,36,229244,False,0.466,0.696,3,-4.842,0,0.0484,0.00666,0.0,0.0835,0.0731,134.005,4,dubstep
82549,54sy1DVLpbmEQ4d3kYsjH8,Squeeze,Greatest Hits,Pulling Mussels (From The Shell),24,239600,False,0.594,0.672,0,-12.889,1,0.0402,0.0158,0.000103,0.245,0.944,142.766,4,power-pop
108560,0sqfRywxJMsf3xYayI2LvF,Ricardo Malerba;Orlando Medina,Presentando a Ricardo Malerba,Mariana,18,141053,False,0.721,0.438,0,-10.715,1,0.0924,0.959,0.459,0.0702,0.644,103.161,4,tango
92580,6mRKpKiWCZlZjINeHwRcHa,The Baseballs,Hot Shots,Ghostbusters,26,211546,False,0.58,0.913,11,-5.361,0,0.0459,0.32,3.03e-05,0.571,0.871,116.974,4,rockabilly
92475,1zEX8UTjxzNRvysKIHtyAj,Eduardo Araujo,Jovem Guarda Sem Limite,Rua Augusta,28,150200,False,0.539,0.83,7,-7.918,1,0.032,0.174,0.0,0.338,0.961,174.279,4,rockabilly
36184,5D3QfcDoUnLjMtsOdxmucm,Vald,Journal perso II,Journal perso II,40,213720,True,0.641,0.764,7,-6.473,0,0.382,0.644,0.0,0.112,0.221,89.722,3,french
82261,2WhDg8UWljoAl8oNh8uZbJ,Jimmy Eat World,Futures (Deluxe Edition),Pain,64,181306,False,0.395,0.955,0,-3.352,0,0.12,0.0176,0.0,0.585,0.283,168.005,4,power-pop
41896,1atXdl9vZNXR3I8wadI35k,New Model Army,Carnival (Redux),Rumour and Rapture,21,226160,False,0.473,0.782,6,-7.063,1,0.0351,0.00158,0.000318,0.111,0.553,114.945,4,goth
105197,6ZBBEwHA43eVh1RfvkQUA1,Timothy Infinite,Terco,Octubre,18,140866,False,0.704,0.569,4,-6.664,0,0.0623,0.509,0.91,0.108,0.335,184.292,4,study
5728,3ACa8DImXMFWsa44oEUKr1,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",Barricades - Movie Ver.,44,257653,False,0.391,0.861,7,-5.002,1,0.0429,0.0275,0.0,0.136,0.454,105.058,4,anime
101935,7FUp5BALAs8wy0D3LjUyMj,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hair Dryer on High - Stationary,32,88305,False,0.0,0.000594,4,-11.661,1,0.0,0.236,0.999,0.961,0.0,0.0,0,sleep
4335,0R4HTYUjrBvDwxilINNwYZ,Alexis Ffrench,Truth - The Solo Piano Collection,Papillon - Solo Piano Version,56,176457,False,0.282,0.063,0,-26.185,1,0.0377,0.991,0.905,0.131,0.102,128.534,1,ambient
63425,2YP9McegwEwjvFtgSs62ZB,Godiego,GODIEGO GREAT BEST VOL.1 -Japanese Version-,モンキー・マジック,36,233360,False,0.605,0.876,11,-5.735,0,0.0567,0.0348,5.57e-05,0.347,0.892,115.53,4,j-rock
34411,20A2Xe76p9wxUFLbbzZjTM,Jim Croce,Photographs & Memories: His Greatest Hits,Time in a Bottle,37,148586,False,0.533,0.155,2,-16.837,1,0.0376,0.888,0.0,0.108,0.592,134.019,3,folk
29268,21kVD9H40rRQkGmcMi01Fl,yetep;Caslow;Lexi Scatena,First Place,First Place,45,193655,False,0.563,0.809,6,-6.069,1,0.0478,0.0226,4.54e-06,0.129,0.3,145.078,4,dubstep
60398,28e5LamvVMRASLdPfQ0YkQ,Mavado,Mr. Brooks...A Better Tomorrow,So Blessed,23,222146,False,0.621,0.851,5,-6.389,0,0.193,0.0602,0.0,0.2,0.324,113.827,4,j-dance
92933,3SAdoXTrYdw5Va3eAB038W,The Go Getters,Rock & Roll Is Everywhere,Speed Limit,21,140440,False,0.619,0.858,9,-5.164,1,0.0473,0.00138,0.00542,0.112,0.757,106.11,4,rockabilly
90115,2j8bXaOBeEeyoY4ZpCcFIW,Shakin' Stevens,Shaky,You Drive Me Crazy,58,171720,False,0.754,0.927,5,-2.597,1,0.0313,0.173,3.22e-06,0.307,0.975,119.494,4,rock-n-roll
95236,6Ct7T7kB5SSuBPNrcKXpCx,Tito Rojas,Alegrías y Penas,Mi Mama,34,279800,False,0.706,0.645,10,-6.016,1,0.0647,0.663,0.0,0.307,0.731,89.219,4,salsa
76410,6TAT4theAiD7lS6iVaauwY,Sarah Brightman,Dreamchaser,Glosoli,22,410386,False,0.331,0.397,7,-10.671,1,0.0291,0.193,0.562,0.0832,0.112,75.091,4,opera
16909,22mK3JHgM6ATUkfI7BHemg,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"9 Variations on a Minuet by J.P. Duport in D, K.573: 3. Variation II",5,62280,False,0.277,0.177,2,-19.688,1,0.0348,0.974,0.981,0.228,0.85,142.908,3,classical
33353,2SjOYQ127lPP8Gerv1qSVh,6ix9ine;Bobby Shmurda,DUMMY BOY,STOOPID,59,152000,True,0.733,0.63,11,-4.296,1,0.395,0.13,0.0,0.162,0.833,149.991,4,emo
59666,6wRLhezWAP2jqcqmsTjkN0,Asef Akbari,Wet And Warm,Warmth of Kindness,0,198205,False,0.122,0.204,2,-19.621,0,0.0345,0.929,0.928,0.0967,0.062,87.086,4,iranian
79396,3QBmpk1Q0ecWMswFtppfp6,Instrumental Worship Project from I’m In Records,Adoração (Instrumental),Pra Sempre Reinarás,37,242854,False,0.546,0.126,0,-19.576,1,0.0395,0.994,0.91,0.101,0.218,173.693,4,piano
12940,6obcfaN1hYGCy1dUuXMpao,張偉文;May Ho,靚聲王張偉文唱好101-6CD世紀珍藏集,帝女花之香夭(Live),20,333440,False,0.194,0.381,2,-6.463,0,0.034,0.487,0.0,0.329,0.44,75.195,4,cantopop
50153,1Ng0bn6LYZC80x8zEmSUDi,Helker,Alma de Fuego,Solo Tú,29,316333,False,0.515,0.873,5,-3.76,0,0.038,7.54e-05,0.0,0.538,0.476,119.988,4,heavy-metal
62398,0Ai1Gi2DBSaTKpKB9HDVKi,Reginaldo Rossi,Reginaldo Rossi,Em Plena Lua De Mel,44,216320,False,0.586,0.563,9,-15.2,0,0.0556,0.44,7.79e-06,0.77,0.709,161.353,4,j-pop
100977,3uBQSYIlSktNT1LJADU6TJ,Attaque 77,Otras Canciones,Estrellas - Cinco Estrellas,34,128840,False,0.612,0.812,4,-6.517,0,0.0655,0.0399,8.47e-06,0.111,0.851,145.63,4,ska
11684,6meH4I9A4WZtD3z8hnQKqr,Nick Drake,Pink Moon,From The Morning,58,150850,False,0.644,0.325,0,-11.056,1,0.036,0.869,0.0511,0.11,0.367,108.933,4,british
87897,57CZLRVyGf21PgF573ZkPn,Capital Inicial,Capital Inicial Multishow Ao Vivo,Não Olhe Pra Trás - Ao Vivo,40,289173,False,0.484,0.882,7,-5.704,1,0.0388,0.0444,0.00075,0.974,0.298,102.981,4,r-n-b
111632,7AFbtUHu2uhyIwWH56UlVV,Llorca,Newcomer,Lalo Caught Me Dancin',19,382133,False,0.785,0.595,0,-11.848,1,0.162,0.0777,0.863,0.1,0.727,122.97,4,trip-hop
52782,5ULLAuJgn4Of7XhwtWMBh2,Ray Price,Ray Price - 16 Biggest Hits,Make the World Go Away,11,152226,False,0.378,0.268,1,-11.46,1,0.0281,0.866,0.0123,0.175,0.409,68.809,4,honky-tonk
33851,3Z9vR8JrHFyyjB0JoHzx6p,Landon Cube;24kGoldn,Pretty,Pretty,55,191440,True,0.679,0.853,0,-5.289,0,0.0659,0.195,0.0,0.132,0.767,76.064,4,emo
80289,7pEmx31C31gIXolEdmjxj6,Raj Barman,Likhe Jo Khat Tujhe - Raj Barman,Likhe Jo Khat Tujhe,63,132571,False,0.773,0.624,2,-7.615,0,0.052,0.0106,3.86e-06,0.0541,0.431,105.044,4,pop-film
61136,2CEoa8yJjrG3xK2XXBcR5g,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,赤い鳥逃げた,29,308053,False,0.654,0.885,9,-8.293,0,0.0457,0.026,0.00275,0.311,0.57,107.014,4,j-idol
36680,2pZsQqXFgcY03vRyZxSQhU,Gojira,From Mars to Sirius,The Heaviest Matter of the Universe,58,237840,False,0.243,0.97,5,-2.518,0,0.0878,2.6e-06,0.0415,0.284,0.243,102.729,4,french
41856,1iACuH1OJBok3HcoUMWviH,HIM,Screamworks: Love in Theory and Practice (Deluxe Version),Ode to Solitude,23,238106,False,0.421,0.939,5,-3.896,0,0.053,0.000913,0.000746,0.29,0.669,175.951,4,goth
1966,34udfDpMhPKGji6QeMNjcK,The Souljazz Orchestra,Rising Sun,Agbara,16,301986,False,0.683,0.923,9,-6.454,0,0.0491,0.204,0.834,0.334,0.892,120.004,4,afrobeat
94537,4ahdel2ygLNWN47cDexfwt,Ouse,You Make It Worse,You Make It Worse,47,181178,True,0.808,0.462,0,-11.588,1,0.0622,0.444,0.0,0.111,0.393,105.042,4,sad
90617,2m7IC7dWGck4NNP1VRUiGY,Palito Ortega,Palito Ortega y Sus Exitos,Se Parece a Mi Mama,32,168437,False,0.688,0.33,7,-13.732,0,0.0327,0.564,0.0,0.315,0.935,121.73,4,rock-n-roll
67139,3HdJWzA5iMRweXuY98Dyzb,J Balvin;Skrillex,pov: it's 2021,In Da Getto,0,130666,False,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4,latin
67864,4u4EnZpoThBaxVRLMHyVOA,Ozuna,OzuTochi,Cielos Rosado,58,182840,False,0.86,0.72,6,-6.191,0,0.0454,0.0234,0.168,0.377,0.23,120.0,4,latin
95185,505j0OMUWx9MwubREMy4t2,Galy Galiano,Galy Galiano 30 Años,Y Me Hace Llorar,36,202560,False,0.826,0.678,11,-6.418,1,0.0258,0.53,1.12e-06,0.145,0.866,101.006,4,salsa
111079,46bTgJAQkrkNRxMuFnpRyD,Massive Attack,Protection,Karmacoma,56,316440,False,0.801,0.536,11,-14.334,1,0.224,0.00545,0.183,0.204,0.667,141.068,4,trip-hop
39919,0A9Tx3hHyfYgkjnVMhcn9k,Fard,PAPIERFLIEGER,DANKBAR (45 Freestyle),37,136466,False,0.73,0.56,6,-7.748,0,0.418,0.329,0.0,0.116,0.434,126.316,5,german
104904,5OSrMt5y9dExB2J5vMdTVk,Lérica;Belinda,Un Traguito,Un Traguito,56,184185,False,0.642,0.851,0,-3.448,1,0.103,0.143,0.0,0.776,0.653,96.996,4,spanish
89280,0YKl5wq8BbvZBtgabzlc5D,Jhayco;Anuel AA,Reggaeton Mix Perreito,Ley Seca,1,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,reggaeton
22759,1wZtZwkLGvuhemwqLzct5a,Hate,Crusade: Zero,Valley of Darkness,21,371893,False,0.23,0.973,5,-3.13,1,0.113,5.82e-06,0.669,0.0623,0.114,139.965,4,death-metal
62340,57sk9X1fPLXRfkw74XNrmK,ONE OK ROCK,Ambitions,We Are,60,255400,False,0.41,0.834,5,-5.375,1,0.054,0.0651,0.0,0.115,0.333,147.982,4,j-pop
48403,4sGylyGhQaOzhi77fLrMmP,The Notorious B.I.G.,Slow Flow: Hip Hop & R&B,Big Poppa,49,249866,True,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,4,hardcore
31111,7gHs73wELdeycvS48JfIos,Alan Walker,Faded,Faded,72,212626,False,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,4,electro
90512,1ydA4b3RCTHhsvGmn8v7fm,Jorge Muñiz,Azulejos 2,Bachata Rosa,32,256240,False,0.777,0.387,2,-10.047,0,0.031,0.814,3.71e-05,0.123,0.51,115.012,4,rock-n-roll
102701,4pqPoUxXjbk8iqL0vSaRg7,Taba Chake,Bombay Dreams,In Waadiyon Mein,35,214000,False,0.648,0.649,1,-9.26,1,0.0321,0.113,0.397,0.0855,0.522,125.042,4,songwriter
51853,40pz6QQ5xwbaCZX5gK8GcQ,Burna Boy,Hits Hits Hits,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop
67137,6I9u1BUOMgesqngW1QdwtS,J Balvin;Maria Becerra,Bájale como 7500,Qué Más Pues?,1,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latin
67435,1DGt4mkDsqguGSLYFerzKO,Brray;Chencho Corleone,Noche de Halloween Latino,El Querendón,1,168466,True,0.803,0.866,3,-4.503,0,0.0627,0.122,0.0153,0.193,0.772,95.008,4,latin
17856,3M3ACmJBc1ivTnh8MbN9A3,Smash Stereo,Riot,Riot,39,132559,False,0.573,0.973,6,-2.565,0,0.362,0.00025,0.461,0.297,0.4,110.052,4,club
38852,3nf9In5KCH6RdorA6J1C8F,Mark Whalen,Morning Glory,Oh Susan,49,208000,False,0.781,0.443,3,-11.118,1,0.038,0.623,0.00942,0.113,0.612,90.03,4,garage
108948,5sAbvCZv7nUiHzXbkHudTe,Julio Sosa;Leopoldo Federico y su Orquesta,Esenciales,Cambalache (with Leopoldo Federico y Su Orquesta),16,184240,False,0.543,0.566,0,-9.189,1,0.0766,0.798,0.0,0.43,0.841,121.075,4,tango
77740,0ONoYJqSkvUFp2wmNvH2kW,Zeca Pagodinho;Xande De Pilares,Mais Feliz,Dependente Do Amor,44,224376,False,0.694,0.566,11,-11.181,0,0.0637,0.271,0.0,0.215,0.887,90.049,4,pagode
75408,1DmlpLfYaZNZMZZB2c1qnp,Dean Evenson;Dudley Evenson,Om Sound Healing Music: Tibetan & Crystal Bowls with Deep Mantras for Yoga,Root Tones,46,222253,False,0.0705,0.0534,0,-20.957,1,0.0421,0.852,0.978,0.11,0.0288,76.548,4,new-age
75571,1WfaiA60QqqYIYMmd1IwLR,Ad Dios,Echoes in Stone,Ascending,22,264040,False,0.302,0.229,4,-16.817,1,0.0379,0.785,0.957,0.111,0.158,89.672,3,new-age
68722,2BCIGNtoG62eii8i5F49A2,Franky Style;C.R.O,Chance,Chance,43,260257,True,0.851,0.61,5,-8.737,0,0.224,0.735,6.14e-06,0.17,0.64,119.942,4,latino
99877,0bgP0aKOxvdFxB2EfDrulY,Hozier,"Wasteland, Baby!",Sunlight,55,257346,False,0.464,0.559,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,115.349,4,singer-songwriter
4819,6vMaCzTnismT6N45MDCMfa,You'll Never Get to Heaven,Images,Beyond the Clouds,47,248680,False,0.633,0.574,7,-9.667,0,0.0299,0.792,0.921,0.105,0.236,117.515,4,ambient
87016,60ZsEbpgTbWUPvdDosRU42,Boyz II Men;Brian McKnight,Soul Christmas Greatest Hits,Let It Snow,1,249520,False,0.694,0.466,0,-9.315,1,0.0374,0.715,1.81e-05,0.438,0.574,124.38,4,r-n-b
36051,6UqRGwjwYL0stXbaodTxwo,Tez Cadey,Seve (Radio Edit),Seve - Radio Edit,69,210853,False,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,4,french
68351,0GzuHFG4Ql6DoyxFRnIk3F,Maluma;The Weeknd,Hawái (Remix),Hawái - Remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,latino
100153,4bK6C3UzOgWrfaK5IC3pOO,31 Minutos,31 Minutos,Lala - Lolo,41,87866,False,0.494,0.922,2,-5.72,1,0.0564,0.161,0.302,0.102,0.359,166.003,4,ska
89688,5f8xBaP905M0O65CGHwDl4,Joey Montana;Sebastian Yatra,Perreo Tenebroso Vol. 2,Suena El Dembow,0,195760,False,0.69,0.858,0,-4.431,1,0.0529,0.189,0.0,0.113,0.755,91.884,4,reggaeton
12795,2bj1AqVDC67nEoFh6UV4Wy,Hacken Lee,金碟鐵盒珍藏系列 - 李克勤,沒有你贏了世界又如何,19,233906,False,0.629,0.707,9,-6.811,1,0.0321,0.126,0.0,0.101,0.507,134.54,4,cantopop
19757,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Steppenwolf,Born To Be Wild,73,210373,False,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,4,country
6898,3YOKyRXiCzcVH12q90OwBT,Sarcófago,Inri,The Black Vomit,17,142800,False,0.258,0.923,11,-8.002,0,0.045,0.0008,0.243,0.771,0.578,132.494,4,black-metal
38241,44fIc4zJWyRvmwCsUWdrWh,New Bomb Turks,Scared Straight,Jukebox Lean,35,156200,False,0.361,0.972,2,-4.892,1,0.127,0.0011,0.000626,0.132,0.403,111.82,4,garage
4484,1GHJ3Fw7KK93fuI7BAhL4I,Flower Face,The Shark in Your Water,Maybe,47,185805,False,0.571,0.551,9,-7.898,0,0.0399,0.581,1.31e-05,0.286,0.413,134.915,3,ambient
90296,3c7IzA9guoQQTeciBaCzAF,Los Brios,30 Anos De Exitos,Silueta De Cristal,37,221066,False,0.585,0.532,9,-7.6,1,0.0272,0.116,0.0,0.0998,0.561,147.747,4,rock-n-roll
73643,6RAZZu7cIi4whRIyJrGgNb,Sascha Braemer,Sascha Braemer EP,Go Loco - Original Mix,20,417235,False,0.811,0.497,9,-9.961,0,0.174,0.0386,0.88,0.0636,0.327,126.0,4,minimal-techno
74336,6DCDSMe7pvGeK5J9a9OoIo,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 1),Zé Ninguém,45,258265,False,0.637,0.892,11,-5.284,0,0.0809,0.00464,0.0,0.199,0.845,130.01,4,mpb
64724,577q8gGSTryRxX1YHWSjWk,Birsen Tezer,Kadın,Kadın,41,341094,False,0.545,0.467,7,-8.641,0,0.0291,0.706,1.92e-06,0.112,0.251,88.178,4,jazz
46851,0cY2mVRBTOqSR7mpQBRf3J,Dyewitness,7 Days,7 Beats - Mellow Mix,16,258020,False,0.722,0.878,1,-7.312,1,0.164,8.35e-05,0.901,0.179,0.442,139.867,4,happy
25683,4hdUJ0v1blMd8s7RAa2efu,Tanja Lasch,Lebensecht,Wenn er wüsste,31,200973,False,0.695,0.734,3,-10.037,1,0.0582,0.0419,0.0,0.159,0.655,129.027,4,disco
49863,1fYRbgiFVkCFlY9nyfmTg4,Physika,We Are The Universe,We Are The Universe,19,207487,False,0.432,0.916,0,-1.805,0,0.0372,0.11,0.0,0.171,0.199,155.011,4,hardstyle
3724,1ZLExfqDJGcoZfc6l1vDws,Flört,Cemiyette Pişiyoruz,Bir Tek Sen Gelmedin,49,261373,False,0.611,0.7,9,-7.966,0,0.0302,0.00181,0.00248,0.291,0.707,145.943,4,alternative
16240,2XB7HlnIbMafSQuRRq7lm4,Johannes Brahms;Mischa Maisky;Pavel Gililov,Clásica para los niños de hoy,"Wiegenlied, Op. 49, No. 4",0,146773,False,0.0827,0.0134,5,-31.089,1,0.052,0.992,0.961,0.066,0.0606,81.694,5,classical
